product_pid,transaction_date,uv_fundown,uv_stableown,uv_fundopt,uv_fundmarket,uv_termmarket
131,2022-11-12,514707.73940949916,21484678.73352672,180514604.9058591,-31348.405604916574,0.0
131,2022-11-13,738187.4109371046,21531827.727417197,195214405.42866173,-22326.27546568743,0.0
131,2022-11-14,1172784.683863915,26957484.576989368,248602957.97088143,25061.433435626353,0.0
131,2022-11-15,1289388.4432580573,23822993.957174398,253003261.4448743,7398.386022637627,0.0
131,2022-11-16,1482034.3764461458,24039568.339406416,256288807.8295498,23069.202162924947,0.0
131,2022-11-17,1496731.1464152315,23476137.999868426,250735761.56356096,3264.5514761596423,0.0
131,2022-11-18,1529027.828950227,21703579.680620167,239755667.16296768,-4803.270112545557,0.0
131,2022-11-19,1565784.9524709878,21808780.076798357,221040128.2000702,-10316.81621306565,0.0
131,2022-11-20,1579316.0088219938,21168874.720543187,217426992.95973706,-6691.95590964736,0.0
131,2022-11-21,1828164.5162538309,26074930.67639946,251914380.28858304,34137.50348006762,0.0
131,2022-11-22,1883301.6128606265,22580623.017644774,241924766.04833224,13035.643827157244,0.0
131,2022-11-23,2145272.95691807,22530686.12677509,238594162.5615897,30630.358828358465,0.0
132,2022-11-10,5458293770.833558,541167652.0083859,6577021980.232373,2530489.7314786864,0.0
132,2022-11-11,5255845969.696439,511750204.2000713,6402566266.5127325,2266687.0664410745,0.0
132,2022-11-12,5899332862.485851,571857325.9431283,7024558240.975981,2735823.498700179,0.0
132,2022-11-13,5923233150.876663,581373477.9725106,7089295443.32829,2930870.090614574,0.0
132,2022-11-14,5948069342.831765,640784038.6596351,6943302794.60294,3680162.4766174513,0.0
132,2022-11-15,5505772395.084897,577560056.0432916,6708699853.509779,3394752.3691634545,0.0
132,2022-11-16,5392215883.387551,552226863.5272629,6564846490.103926,3254388.4727777634,0.0
132,2022-11-17,5292606837.182208,526269353.6037593,6424410243.653012,2976590.319516707,0.0
132,2022-11-18,5120390511.689568,500306886.99937606,6269165722.733921,2848330.1848385143,0.0
132,2022-11-19,5742768065.714298,560460842.0543008,6871710299.969422,3347560.1145284194,0.0
132,2022-11-20,5694812503.912716,564592075.6989914,6872633536.317125,3482882.8961087083,0.0
132,2022-11-21,5637422080.9762,615868562.221828,6655025344.917786,4146487.3414300084,0.0
132,2022-11-22,5156578135.912332,547949549.8165714,6397530469.705509,3829985.30552261,0.0
132,2022-11-23,5072498791.501098,525506758.9108469,6306231464.242504,3738700.390702933,0.0
133,2022-11-10,1067126797.9487071,98427427.87071577,1309203695.1665642,581224.2459910056,0.0
133,2022-11-11,1033865649.6022705,92618178.88977258,1273244980.7556896,587344.9856950656,0.0
133,2022-11-12,1174613079.3286757,106102170.14122769,1426166407.9808927,679383.2153062101,0.0
133,2022-11-13,1185151649.0020773,108001127.97728877,1441041604.1206338,725960.9035419025,0.0
133,2022-11-14,1171369348.1922998,114958319.14514038,1391455748.9311638,801788.9469201276,0.0
133,2022-11-15,1104481845.8904557,107090590.22245225,1349711088.2652998,758223.6049208266,0.0
133,2022-11-16,1081695133.7319417,102549645.18776183,1319022016.130487,700405.0144969339,0.0
133,2022-11-17,1047194267.7577543,96165972.88370296,1279890597.718082,671186.3093782406,0.0
133,2022-11-18,1011072836.7832258,90364890.85081325,1240186695.9037,669837.6311373169,0.0
133,2022-11-19,1141206617.4364703,103901129.83463416,1384634548.0114343,736527.8480064848,0.0
133,2022-11-20,1135813296.7627754,105561716.12425198,1387044386.4605265,762644.1284913272,0.0
133,2022-11-21,1106795371.7273483,111863268.08174878,1326192303.8397963,836552.3694987142,0.0
133,2022-11-22,1031798597.4106772,103302959.48165436,1281856878.3990054,804425.5429220997,0.0
133,2022-11-23,1010012453.404623,98514448.77330233,1260542053.4176667,750021.37798226,0.0
134,2022-11-10,359030835.2371017,77312891.76882765,102707908.45190091,165663.71086886918,-10022725.856978953
134,2022-11-11,258387988.5539301,55008820.01553035,92475869.32274467,127774.93393881893,-103893453.90441623
134,2022-11-12,191814632.86909777,79934587.68482555,87013840.355121,109314.37821220924,-217976952.03560317
134,2022-11-13,110447089.69647023,123017941.50073424,79252740.0943613,103116.89084566501,-244706684.20333704
134,2022-11-14,151272072.83362317,301138052.0919832,82019695.9433844,264542.14577747596,4064835.9417795837
134,2022-11-15,-26581262.300971866,250225093.62148285,65268761.518173374,164050.07842762241,-69880935.85228324
134,2022-11-16,-100037361.7312079,210502356.2195109,58742479.197521284,200988.79869519622,-35943029.43189439
134,2022-11-17,-202045846.949234,178032566.17582878,48061820.154259436,204457.70720350562,-73429055.5692195
134,2022-11-18,-330656422.43239695,130585617.93128157,33670886.4849442,199785.5851609046,-134031643.47897306
134,2022-11-19,-426962880.2619365,114414258.77362329,23474313.997651607,208034.92864505923,-203421660.91519228
134,2022-11-20,-542868272.6356177,111757926.99254647,10665711.320317164,207294.173739715,-206323967.77580032
134,2022-11-21,-537308422.5199256,254890804.1641345,8763036.21220252,349974.26604907296,30379052.817896694
134,2022-11-22,-740289249.845305,193607523.4609365,-11175351.375392243,218740.04966293328,-70381531.49357599
134,2022-11-23,-817528334.6872102,172421529.65538317,-18382217.37124057,230439.23881046165,-36714578.76107657
135,2022-11-10,16807038.871381238,19062896.54894934,4402790.057009063,53546.553950681904,48619729.2032751
135,2022-11-11,17301388.980495606,18375950.2080808,4629252.970594915,49081.175208393804,52314860.25683169
135,2022-11-12,17789964.729599293,19722919.490044948,4522772.812541562,59693.82337747126,49841562.83221151
135,2022-11-13,19626597.075436752,20172442.8879668,5114794.776354403,61563.45553503458,47875906.06099725
135,2022-11-14,28125485.54012207,21616704.958961166,7045348.6121412795,66561.16011479427,46776653.50238945
135,2022-11-15,23345023.930755384,18693826.97253547,6437447.708860925,58584.44033590471,42289668.09936793
135,2022-11-16,25259712.634493712,17979337.808159035,6954771.608370032,56205.951910591735,40548516.50288912
135,2022-11-17,25293853.868015468,19199640.600119207,7089801.665988436,63669.86346799786,43047865.98259857
135,2022-11-18,24262889.25220891,16810874.07122107,6807422.937995902,55510.282035324344,39977559.80376986
135,2022-11-19,23015768.318437364,16184234.576080173,5997985.80058025,60733.93278544216,32709428.891850397
135,2022-11-20,23210068.142722905,14768406.787547778,5921410.71431161,56658.2996111355,28274832.211141314
135,2022-11-21,30367975.04500115,14743892.332340425,7416585.746718648,56970.60695189854,25497019.941843122
135,2022-11-22,24645957.94562334,10798565.519229032,6657769.95261541,46714.52199223936,18467662.986890003
135,2022-11-23,25959564.67606471,9353180.522636414,7188568.242663685,44174.29470456486,13262993.827014167
136,2022-11-10,0.0,0.0,0.0,0.0,0.0
136,2022-11-11,0.0,0.0,0.0,0.0,0.0
136,2022-11-12,0.0,0.0,0.0,0.0,0.0
136,2022-11-13,0.0,0.0,0.0,0.0,0.0
136,2022-11-14,0.0,0.0,0.0,0.0,0.0
136,2022-11-15,0.0,0.0,0.0,0.0,0.0
136,2022-11-16,0.0,0.0,0.0,0.0,0.0
136,2022-11-17,0.0,0.0,0.0,0.0,0.0
136,2022-11-18,0.0,0.0,0.0,0.0,0.0
136,2022-11-19,0.0,0.0,0.0,0.0,0.0
136,2022-11-20,0.0,0.0,0.0,0.0,0.0
136,2022-11-21,0.0,0.0,0.0,0.0,0.0
136,2022-11-22,0.0,0.0,0.0,0.0,0.0
136,2022-11-23,0.0,0.0,0.0,0.0,0.0
137,2022-11-10,611616.3808456098,178225491.7170462,559695385.7020869,146915.44400397557,0.0
137,2022-11-11,574271.486814617,174070370.4761458,503297981.2203849,120486.14156280871,0.0
137,2022-11-12,640976.0693351077,195494673.47090787,488677212.2275597,135187.87281316452,0.0
137,2022-11-13,644854.3608144838,196454176.16662544,434044581.80674773,138718.97537873054,0.0
137,2022-11-14,700827.3695284673,202137797.71680492,365455777.7220392,153012.78979430092,0.0
137,2022-11-15,655591.6224301648,182953639.6993163,259554489.64122325,142062.35697138932,0.0
137,2022-11-16,658561.408706441,180601951.81903106,153174065.04964924,159367.9891185425,0.0
137,2022-11-17,637990.4132194191,174481088.87140664,30608605.30326253,144902.91735589513,0.0
137,2022-11-18,561162.4114578437,165855070.00946495,-107233623.81078082,117839.16308699442,0.0
137,2022-11-19,582142.9010963202,181681881.23839507,-208135232.04921436,137223.97866344763,0.0
137,2022-11-20,550970.232971489,176786282.25785983,-347772202.399715,146561.689344613,0.0
137,2022-11-21,590299.6603879546,177340363.13558352,-491539466.8343588,162518.68313667606,0.0
137,2022-11-22,541904.9318606191,154320670.33585915,-656079604.2815912,147247.83658761103,0.0
137,2022-11-23,544445.008388578,149390675.87857485,-803025722.7539833,156655.78906213975,0.0
138,2022-11-10,245635.6752031315,111536689.49359348,111080651.77332234,58459.32699426294,29309922.05802291
138,2022-11-11,262760.9245177796,121429975.63785543,108408352.8585623,44277.573554389295,24248501.341899123
138,2022-11-12,279582.0668876426,144692165.94970417,116440928.49435341,50451.39453982981,20060515.991215374
138,2022-11-13,383809.78446087614,156434948.45843285,122842323.20839395,49875.66596609524,11178372.172266731
138,2022-11-14,552007.5078566668,156951047.9696619,133544558.483624,46580.426515016756,-3527126.532096781
138,2022-11-15,619190.8605609335,168292505.00493455,145130697.15456444,48923.883263850505,-11655441.322465586
138,2022-11-16,651166.9437511615,178555402.1439333,151840141.74066848,62136.31220211009,-18504432.937860165
138,2022-11-17,658170.8162747133,186250224.0938318,154189829.65621725,74170.8784264049,-28646271.67444686
138,2022-11-18,674274.1454902176,192815902.1751446,148482413.28453144,64586.17042742704,-39510550.35695751
138,2022-11-19,663680.4425064791,211287696.2576744,150347626.45399302,66433.77082176476,-46138374.95072966
138,2022-11-20,699749.6981300747,216447856.5647631,149250259.3267193,53444.78388985871,-55742365.04375341
138,2022-11-21,784446.8300629521,208775792.98636192,152784477.6238086,35558.38807299168,-71557916.24061102
138,2022-11-22,798316.884591457,211004482.41286972,158179450.93780065,27340.808956996567,-81643024.10900962
138,2022-11-23,830580.7886122998,211932022.35705152,159357592.9029431,36187.48828318811,-89680066.54081565
14,2022-11-10,0.0,0.0,0.0,0.0,0.0
14,2022-11-11,0.0,0.0,0.0,0.0,0.0
14,2022-11-12,0.0,0.0,0.0,0.0,0.0
14,2022-11-13,0.0,0.0,0.0,0.0,0.0
14,2022-11-14,0.0,0.0,0.0,0.0,0.0
14,2022-11-15,0.0,0.0,0.0,0.0,0.0
14,2022-11-16,0.0,0.0,0.0,0.0,0.0
14,2022-11-17,0.0,0.0,0.0,0.0,0.0
14,2022-11-18,0.0,0.0,0.0,0.0,0.0
14,2022-11-19,0.0,0.0,0.0,0.0,0.0
14,2022-11-20,0.0,0.0,0.0,0.0,0.0
14,2022-11-21,0.0,0.0,0.0,0.0,0.0
14,2022-11-22,0.0,0.0,0.0,0.0,0.0
14,2022-11-23,0.0,0.0,0.0,0.0,0.0
140,2022-11-10,463866944.64302355,18487832.835156173,87317712.4156569,121978.61759168206,23772502.786181897
140,2022-11-11,459747196.23647636,7994639.940441579,86684378.97829226,84534.29638108032,-5768691.800034404
140,2022-11-12,517796284.51029706,56715729.30188745,91410961.15903305,165611.99622247234,-47458010.426884204
140,2022-11-13,531097914.05359286,105967531.87558141,95281638.20325166,212649.94867977413,-61341093.12713733
140,2022-11-14,631332010.4866818,229994092.7938657,115826429.96156068,325720.3717753284,111399913.6132418
140,2022-11-15,523348195.7473593,140383607.78056687,98119994.79802279,282545.03562264587,42005109.24258745
140,2022-11-16,526416478.9889338,126213124.45266843,86384459.37358555,265216.91344653314,54002889.51104483
140,2022-11-17,541483812.8837382,98273057.00414988,77432636.93931518,312205.1258997714,36503822.80329609
140,2022-11-18,543308188.6109179,90237363.54834796,70332701.98890609,302029.4675722222,16734728.60038644
140,2022-11-19,596229597.9842548,122242780.95117301,70467039.4984141,378486.3512057378,9072411.75275755
140,2022-11-20,593934442.9662575,143063065.07146508,70550772.9800389,399443.4950348236,25975229.378578335
140,2022-11-21,676139127.9171265,246040619.19635853,88253443.29228617,482803.29679103784,203344353.788975
140,2022-11-22,555437109.6882464,157824625.07044557,70104124.95917878,417978.0765603264,114492832.73799333
140,2022-11-23,551466814.1622013,164518233.6677712,61436780.42044062,385614.6691010534,106846885.94489227
141,2022-11-10,11126891.393160816,9635023.378047144,280896.8900589077,26448.95074273527,23554449.920105275
141,2022-11-11,10767699.110832894,8465520.868152028,-1474157.4993914803,11448.873804220619,10155577.280200418
141,2022-11-12,11971209.093007097,10517380.737869041,-2201359.6589855896,7874.149424728033,3341915.7760551292
141,2022-11-13,12579418.639115758,10741001.811318072,-1926251.5678301454,4908.1840584976,-5102161.8347493
141,2022-11-14,15489723.660042673,9928898.810576234,377457.86650808714,4395.474589736734,-14191382.100438016
141,2022-11-15,11626229.208133955,9060417.96123791,-857269.6076188395,4544.94880672732,-21809603.84469045
141,2022-11-16,12607671.68007439,10769767.630646707,-841456.6470378786,-1448.5482774596298,-25297146.752564337
141,2022-11-17,12936440.48945119,6964537.122753405,-49378.6834858926,-1962.8217335697636,-40217776.13520669
141,2022-11-18,12008666.739271503,5781202.184729906,-1458792.62728142,-20531.878246827684,-56240587.917751946
141,2022-11-19,12546364.364832578,8317379.425797492,-1927423.3599222777,-24129.21856095875,-61468038.58377831
141,2022-11-20,12791817.341616327,8563909.155465225,-1186870.393553093,-25495.42271203046,-68195124.18429565
141,2022-11-21,15644502.070225775,6984276.282175074,1726655.434264096,-25315.61679899886,-77878147.8729358
141,2022-11-22,11628025.405253766,5146314.149010507,967987.5754928999,-25740.437944070654,-86849751.11377895
141,2022-11-23,11906967.990006726,6554798.881061407,1114951.0933992527,-31486.83971870999,-88650197.00041343
142,2022-11-10,392615551.07175136,139961630.83032292,65256621.2373656,309120.68471642013,-19159112.16960001
142,2022-11-11,228931053.0024271,30827216.53421305,36303607.27714425,350477.8310364256,-58040381.170784116
142,2022-11-12,1883905389.5708911,48030526.99257722,365007269.1978195,30671.588307749742,-442796191.38309443
142,2022-11-13,1595106001.7126567,13507597.789299034,313101693.83350027,143714.88136388513,-399520743.9974694
142,2022-11-14,-598510241.8510289,-15174840.180317529,-118949513.02431482,693815.7003123211,105803724.91078591
142,2022-11-15,-1141929848.6789398,-55482319.8438748,-207389531.5184098,830389.2242599381,275686393.4088763
142,2022-11-16,-1714416486.5650468,-47732747.7908242,-305700376.87896585,973989.2798677677,507910979.5627941
142,2022-11-17,-2408119267.0060954,-32992909.28210932,-428333131.5611086,1149341.165502301,822696999.1735388
142,2022-11-18,-3230072020.8181887,-44541788.127079114,-571028482.6712989,1282953.6119354302,1196026858.1970558
142,2022-11-19,-2307708901.2213144,83305003.75342894,-367860002.00823516,1036878.5631333977,1299159459.4846604
142,2022-11-20,-3379062897.0162764,174020239.47112685,-553930317.00622,1211794.2656849436,1895107020.1537485
142,2022-11-21,-6384654273.892007,284340630.7144747,-1125918340.5061936,1812114.1257948645,3004679253.1788588
142,2022-11-22,-7762401260.360901,392551256.3985084,-1358543819.2502446,1978541.2032284413,3821402475.796592
142,2022-11-23,-9193451047.793068,551462872.3187742,-1604675811.2749157,2119276.2190465005,4739235274.387233
143,2022-11-10,38030236.29328824,86095952.99024813,6972207.610127371,107851.37850092919,12473021.89814967
143,2022-11-11,41241316.29329663,100455771.97788733,6438617.992354317,107108.29321879329,-15151322.898468714
143,2022-11-12,49871773.90720753,127291260.80025734,6856585.28174959,137984.33764852624,-51934568.44571978
143,2022-11-13,53472395.91515121,144057876.98165396,5881835.738250734,144617.15899144742,-88150537.86430158
143,2022-11-14,57094533.657671645,151185937.3029912,6928056.400436307,132953.58241496907,-124462869.82713227
143,2022-11-15,58721702.93669273,167575014.27588168,5759202.060180103,133169.8345716881,-166782938.8388327
143,2022-11-16,61059798.9856406,183688551.33781412,6542392.251852418,133805.22184249602,-212739841.25435424
143,2022-11-17,66257182.371733986,202586183.69743663,8090173.348952322,150256.97705535748,-266488653.2880894
143,2022-11-18,68360709.68156762,220956152.5393755,8325452.4880002765,151379.65746262862,-324790082.7578521
143,2022-11-19,74681489.09864002,249730329.42781588,9129614.54015147,180019.91014366015,-388254493.9046556
143,2022-11-20,75485967.11254452,266878302.825801,8238730.75127456,179756.9339975447,-448552693.46063
143,2022-11-21,76492185.49966392,273530904.6540075,9107322.001326019,158527.17985628408,-507719321.4380511
143,2022-11-22,75710926.79093865,288767496.58220345,7388671.095729796,149338.8006492355,-571031704.0304834
143,2022-11-23,75326841.38653487,302521928.8930795,7195752.305590641,142310.55503045447,-633543958.5023187
144,2022-11-10,3661451.489534342,2031613.097974956,1490171.8259682637,-1400689839.9767423,-3640265.948189309
144,2022-11-11,4182818.2003190937,2175411.908332797,-1556178.0565905701,-1825847524.2922215,-23494047.711546857
144,2022-11-12,7451657.804387801,2516479.2287806324,4605817.193272721,-1593522943.8179872,-45074526.4288097
144,2022-11-13,7818920.570803189,2733120.325847063,1709847.90127673,-1948447864.9365578,-67574583.4184205
144,2022-11-14,6655400.6690527275,3189364.9948603804,-7709881.540685238,-3015038219.268133,-91284901.80623212
144,2022-11-15,6140581.150822756,2714044.8231950304,-13619929.050174741,-3019653670.731582,-115914343.42755406
144,2022-11-16,4752752.965839443,2797799.6180193117,-17809042.44131683,-3974213151.084605,-138468471.9636213
144,2022-11-17,5220722.950865089,2817642.22076346,-23106391.16669709,-4216587998.690878,-171578158.6329862
144,2022-11-18,5091293.4651264185,2800253.8449838916,-29438629.454183936,-4580957155.71146,-202934879.19277257
144,2022-11-19,7223104.319242884,2825946.358858673,-26696637.193003036,-4364303063.341474,-232016723.0501097
144,2022-11-20,6519260.390110674,2631835.0867621154,-33356117.36926113,-4643100528.061924,-259873157.62813157
144,2022-11-21,4843585.547750116,2714289.901760055,-46565373.470227614,-5416113912.823128,-288056685.0081721
144,2022-11-22,4313806.148701862,1982572.243953866,-55773656.967450514,-4937488760.997193,-315503587.89915526
144,2022-11-23,2823059.5306693763,1880596.8030113345,-62541220.16056799,-5366554430.837955,-337066893.23068833
145,2022-11-10,46662941.7089742,216589681.62052616,3005396528.3544836,880194.461548654,-432.5202734819123
145,2022-11-11,56850948.51192435,204727376.43116316,2953449827.9582944,749064.127170164,-1362.2067279967514
145,2022-11-12,89883511.4502751,181270009.08467355,2646752193.934305,520648.1001868275,-832.0760960820926
145,2022-11-13,125430584.47897036,215708631.78643036,2845873305.91967,699606.6439736326,-515.3712276000058
145,2022-11-14,170839829.32290804,444938368.70297533,4048063428.9507327,1874404.7883917429,-791.6660200236463
145,2022-11-15,193249941.57344815,376565473.1057517,3844745115.9982533,1510005.1009684938,-927.0047303610208
145,2022-11-16,222662624.43054333,354233511.91413295,3783774027.0464907,1445704.7974534987,-945.0013630986065
145,2022-11-17,230750458.2026958,328847909.10633785,3731534861.500735,1165738.1406416397,257.5832345276025
145,2022-11-18,246784402.3447549,306162131.8543799,3659134011.9946775,760103.9982476095,-550.955834873766
145,2022-11-19,271648300.5100662,271065770.3939651,3301475638.086171,365534.54006449576,-413.48473632076326
145,2022-11-20,286396941.6761312,285641750.02409965,3401863859.950035,436896.7851511168,-502.81386121643305
145,2022-11-21,310959561.7962304,483375024.15383804,4480118788.377109,1521043.568510467,-780.4985416669383
145,2022-11-22,326147410.9351151,380097882.2417882,4191325673.2717624,1106922.2944210838,-512.8110815788567
145,2022-11-23,364462697.81389534,334485260.57652295,4139165827.296563,1097012.334175725,-94.01501193508744
146,2022-11-10,11893358.69228136,69614219.09786917,937883632.097101,233630.54117138727,0.0
146,2022-11-11,13996133.575471638,67854470.86362502,931231326.2095929,312641.1503659678,0.0
146,2022-11-12,23111504.233410586,62214345.620726764,841602828.4707403,259868.4598884376,0.0
146,2022-11-13,32050770.70422215,72857542.87848464,910505786.1486351,289396.32834500994,0.0
146,2022-11-14,42749137.99302372,145912955.2881456,1310145853.185195,533272.7295658235,0.0
146,2022-11-15,49396232.033152275,120914754.4254521,1235102822.9935284,373582.36659173464,0.0
146,2022-11-16,58533477.34077669,109285041.93444464,1199387161.1584926,320584.188536656,0.0
146,2022-11-17,61470388.6368925,98313013.50010529,1166505532.9834154,301752.2818850277,0.0
146,2022-11-18,64558915.51559503,93418469.70001757,1146023509.7497547,259695.45242287012,0.0
146,2022-11-19,70931155.69045927,85496103.1641151,1031179116.4451638,103810.36674940871,0.0
146,2022-11-20,74279856.81250414,91534622.49360219,1057956328.4724619,72725.31667686079,0.0
146,2022-11-21,80010009.17530043,156000713.0119206,1407697358.0203044,308803.7192921705,0.0
146,2022-11-22,85667485.93833469,120845473.81369123,1297568185.557052,183734.95132917474,0.0
146,2022-11-23,98088927.86616667,102289408.15098293,1260099489.0751588,184292.7490095643,0.0
147,2022-11-10,56564973.52106487,65333120.93436494,11487608.37807241,27975.52567656221,50638279.67982689
147,2022-11-11,63852659.63754882,70864497.75446162,12158125.937718714,27647.363937056467,44032317.02019621
147,2022-11-12,74797860.26668563,82984961.33260736,12874504.967734896,38441.94045912514,34454666.18650079
147,2022-11-13,75521645.09304933,89193587.3427554,14080799.3817973,47166.10990729231,22327177.384336546
147,2022-11-14,93519777.16213179,96368151.84047988,18219492.949458763,53874.598723827075,7492408.959192649
147,2022-11-15,71822659.85759616,83628173.99176165,17457732.93832549,45926.87995973628,-4374815.805062907
147,2022-11-16,72022082.36588813,83065087.66029635,17935765.954322957,44850.690038587265,-14612828.352199065
147,2022-11-17,77789330.81857309,86825183.04679836,18575406.25347442,51556.72529737168,-18516267.527421616
147,2022-11-18,83818316.27468197,87534747.87421942,19527866.691037633,53371.912086009645,-34265351.16095747
147,2022-11-19,91359347.3566743,89402843.26627609,20355928.608848028,60199.883850799495,-48860450.66557621
147,2022-11-20,87499662.01077156,84187253.15122421,21345965.944712173,59862.25584684791,-62440783.67675332
147,2022-11-21,101951247.05413485,83466570.37536342,25055993.878707662,56736.72556561036,-77944261.91163315
147,2022-11-22,79018178.26711003,67460069.25613895,23935793.001435556,42305.84575812206,-91726692.91833332
147,2022-11-23,79460398.1840221,65145089.579544455,24292009.60073948,38808.890365385196,-104229525.25610283
148,2022-11-10,153864747.87466043,31269510.776549026,13625154.235882256,-125563966.83141154,-102768522.44454716
148,2022-11-11,139423835.49820706,19389640.438511815,14035607.420844277,188374968.69262362,-177582251.21712556
148,2022-11-12,146647548.34733605,4656377.883025344,15493563.153693132,75205826.91877466,-247962298.41122642
148,2022-11-13,143890371.23606014,-6965703.799087586,15878522.776768073,480867190.0398195,-328528029.1718701
148,2022-11-14,171204658.34938174,-3720542.385996081,15884599.106102878,1086156989.4062889,-412216712.32672995
148,2022-11-15,139896333.42254212,-21314546.541688755,15226371.54690646,1184678863.7430933,-502030040.95910126
148,2022-11-16,135403184.27761376,-39034804.67352539,15133916.02911584,1638323581.2248287,-587007537.6168152
148,2022-11-17,132139848.2871443,-61047330.93644078,14987649.168208966,1715673298.7489448,-679229894.7237613
148,2022-11-18,120181209.37733936,-82776204.88530734,14985010.337197894,2211647056.248037,-765651756.4200554
148,2022-11-19,129626431.60008128,-101856264.48164055,15932532.45852587,2165535835.5441504,-840285244.7233496
148,2022-11-20,126377002.15674734,-115459873.77842937,15754241.242111355,2423114207.931431,-916453717.8862239
148,2022-11-21,150972242.55981222,-115142139.80625498,15244121.874253506,2748619135.975987,-984005936.163233
148,2022-11-22,118075528.82419018,-136997367.37708545,14221995.569956703,2634557812.779283,-1043982389.9128407
148,2022-11-23,116412811.09741314,-157821596.97491866,13944529.788425986,3064345569.6323614,-1086630660.856195
149,2022-11-10,73911168.68456087,8646030.123273756,32759310.97095912,62254.449886844275,143356078.06048208
149,2022-11-11,76754811.87536904,8073485.037931876,32964914.480393164,64321.281505827625,199003771.1312653
149,2022-11-12,85920863.11320396,6278213.819469141,33922762.410325885,65909.25516779008,246100759.42540854
149,2022-11-13,87202194.96812671,5073899.605135085,34172610.86601544,53466.57388336414,305362907.30777395
149,2022-11-14,94504008.67485543,15757233.894685926,37146189.49556507,63271.04172620861,569292824.1106188
149,2022-11-15,88217888.886291,8793959.946011199,34992508.62666141,73537.85256029485,545053365.2435546
149,2022-11-16,89509922.73119426,12008834.571840595,33960563.600802414,69940.54683726207,677120713.0085981
149,2022-11-17,91629371.12598044,10757687.155501232,32474618.793472543,74504.68807290739,727394831.5955489
149,2022-11-18,93432237.19942072,9007476.959692756,32157716.642507747,72647.35629067688,755019996.8051065
149,2022-11-19,99697315.81702897,6525927.511411598,31973126.24351655,72579.23400162923,767470578.3802221
149,2022-11-20,96669944.49525332,5750558.4060895145,30689554.28152334,63053.823799998674,792805536.3992653
149,2022-11-21,99256899.42095944,17401947.00140883,32325950.55335422,75555.35528440554,1017491858.9659488
149,2022-11-22,88701914.94350412,11125542.353297818,29588844.65003259,81446.68873764039,942519100.6238356
149,2022-11-23,86446335.43019517,14773618.784309875,28856340.024620555,65301.284087728105,1018679515.3187379
15,2022-11-10,-936676686.9433334,-36963970.66048816,158536380.50037682,-2137502013.102363,-1731918510.5501738
15,2022-11-11,-1019392741.3414314,-54330162.279882625,123594965.86603343,-2114084482.6448965,-2045340368.951225
15,2022-11-12,-1179158710.1879656,-49330285.106091045,48639923.94156523,-3030263271.6998634,-2029280135.6131663
15,2022-11-13,-1206974900.6932158,-53053459.74847816,40984559.693172224,-3268486777.237894,-2076250917.1748009
15,2022-11-14,-1001395980.8915216,5089409.348488644,201308765.67614928,-2625094537.1572514,-1201434873.0275187
15,2022-11-15,-1114797212.093328,-59430195.662407584,135414915.78763372,-2398238201.5960913,-2069934529.390046
15,2022-11-16,-1097182198.7507353,-58616335.46920991,136723625.47472963,-1747437307.6166046,-2146994233.6590133
15,2022-11-17,-1166136231.337716,-77866993.99417508,126345134.2792366,-2110460060.8500433,-2345644756.564127
15,2022-11-18,-1198715251.655496,-94137517.70021711,98000736.57724588,-2281137295.608862,-2398556046.9007826
15,2022-11-19,-1324683464.249145,-88185842.99474408,20922461.388760068,-3453616511.2192035,-2193688241.448635
15,2022-11-20,-1342820001.7151384,-92237014.20200889,3663745.5094910264,-3831157281.1163774,-2243082489.0577736
15,2022-11-21,-1139053711.7781794,-35817564.93768715,150556776.72513083,-3164392791.642204,-1547755088.8269677
15,2022-11-22,-1242871252.224127,-101413001.89981438,72963304.43958105,-2839311360.241065,-2630323512.2933297
15,2022-11-23,-1191483977.9966657,-98131201.66123694,69789654.52336861,-2121842981.0809016,-2798965170.1734147
150,2022-11-10,347049.95984612417,858353607.2576429,177108434.13876158,332954.5740088029,8179024.022782788
150,2022-11-11,342798.3088347115,760022189.5153539,175590195.14135754,303529.22049325955,-117322585.58640458
150,2022-11-12,349798.7421199776,708521905.671483,195665829.21897823,323063.2203705731,-196425830.27634552
150,2022-11-13,353405.59759808064,622610235.8975422,199153919.55171266,318312.2004446985,-347910201.10074973
150,2022-11-14,392129.68971410487,514755047.39224416,190391531.14329314,288451.9815099219,-569579211.3764992
150,2022-11-15,369079.0670255582,420489637.2860113,185152696.41268957,268894.76986981527,-703972863.3553144
150,2022-11-16,380367.50570489117,340931509.6686769,183917161.43676555,277941.28743851674,-877479174.7111144
150,2022-11-17,382228.06698317325,281768430.8996526,181748250.48365945,289484.8617392798,-1043227226.0000167
150,2022-11-18,334884.62939114176,213346911.0401098,175333475.95502412,252003.50800478508,-1235174135.7787392
150,2022-11-19,304415.1744474,193841953.73544598,187671623.61624035,272326.8687755292,-1355707402.4850135
150,2022-11-20,284149.94094560825,128713222.29204458,182170925.63827676,267330.9288266768,-1532143778.635497
150,2022-11-21,311879.54202315817,31156759.30887842,165329641.380435,226400.54315743962,-1773976691.320299
150,2022-11-22,287907.05958254606,-48682439.10545039,154703957.36822924,186532.70840263047,-1925920730.5778885
150,2022-11-23,308787.90043027047,-91704889.39868474,151349818.0982991,179418.64354893845,-2103068739.8748257
151,2022-11-10,110465509.17662907,70772992.23024626,63753669.0200555,149734.52287574147,-23298978.981548578
